Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2012-03-05,16.044702529907227,16.475641440219455,15.829230663993972,16.413649623975537,809124400
2012-03-06,15.957433700561523,16.06065430993457,15.534919482423595,15.758816194177095,810238800
2012-03-07,15.970370292663574,16.183733542200493,15.747977954371272,16.154241947565165,798520800
2012-03-08,16.310434341430664,16.340527028993915,16.013409679289072,16.090750007793595,516457200
2012-03-09,16.406126022338867,16.483466323663748,16.344132600556634,16.377235509546047,418919200
2012-03-12,16.611663818359375,16.611663818359375,16.461194020541768,16.52077989333173,407282400
2012-03-13,17.096168518066406,17.098576060381383,16.72451180725458,16.778380968344965,690855200
2012-03-14,17.742582321166992,17.89726292449125,17.31585420937155,17.395603660948304,1418844000
2012-03-15,17.621610641479492,18.05646312637283,17.410654872862814,18.04442540928723,1159718000
2012-03-16,17.621910095214844,17.731149558475092,17.394101536735754,17.596330349779358,825487600
2012-03-19,18.089263916015625,18.10942588498559,17.726636158290447,18.00710851308165,901236000
2012-03-20,18.23552131652832,18.26380754086132,17.799765601991165,18.041416745074155,816662000
2012-03-21,18.131393432617188,18.346563176444345,18.0985926669987,18.138616061883173,644042000
2012-03-22,18.036298751831055,18.19158206719612,17.92164152083654,17.989351661454123,623870800
2012-03-23,17.937288284301758,18.110326002756914,17.887633116009162,18.070903694916122,430488800
2012-03-26,18.266216278076172,18.271333513539947,17.913520788201595,18.049842719505858,595742000
2012-03-27,18.491914749145508,18.546082858455335,18.238526478260848,18.24213779269294,607129600
2012-03-28,18.58640480041504,18.701663084504577,18.36642002524494,18.60927484688501,655460400
2012-03-29,18.352882385253906,18.554510098912818,18.27373721958388,18.44075609990868,608238400
2012-03-30,18.042621612548828,18.373951357092672,17.99417020023315,18.320083775357023,731038000
2012-04-02,18.616798400878906,18.62101079637183,18.06758945871042,18.111225761659046,598351600
2012-04-03,18.93850326538086,19.025475355345627,18.73356638873358,18.8777136075997,834559600
2012-04-04,18.78772735595703,18.834372278940958,18.567742615466013,18.788931127011537,572980800
2012-04-05,19.0697078704834,19.099199461395973,18.760345099738416,18.86808021174024,641298000
2012-04-09,19.146448135375977,19.255086492684715,18.817526045778234,18.84250309635719,597536800
2012-04-10,18.912025451660156,19.380281407667198,18.83859698279393,19.257800445842953,889725200
2012-04-11,18.84461212158203,19.16571053533058,18.758543262867295,19.145548568072417,696614800
2012-04-12,18.74138832092285,18.998990578569234,18.673075499467927,18.80849737097983,614336800
2012-04-13,18.213546752929688,18.79947002968402,18.16178618960227,18.781713999638644,859644800
2012-04-16,17.45819664001465,18.36551713350374,17.401620997662306,18.358897195123838,1050786800
2012-04-17,18.348068237304688,18.35709572066949,17.210831944547117,17.4223903823685,1025528000
2012-04-18,18.30713653564453,18.665551794168664,18.137708543385823,18.46903975215143,954531200
2012-04-19,17.678184509277344,18.198503125464924,17.590310790648434,18.062780691658975,834719200
2012-04-20,17.24302864074707,17.894254495372138,17.16598887929235,17.796750620376102,1030985200
2012-04-23,17.20450782775879,17.354074412235217,16.75069726928948,17.171707066733028,966529200
2012-04-24,16.860837936401367,17.083831333966668,16.701943348017373,16.93095560174655,1076149200
2012-04-25,18.357093811035156,18.59784328315959,18.2367198785587,18.526822373707606,905777600
2012-04-26,18.287885665893555,18.49824038274463,18.12026404730701,18.485599974385888,536068400
2012-04-27,18.146440505981445,18.242139544033687,18.071207192180733,18.208736087708594,406722400
2012-04-30,17.574064254760742,18.00801516050537,17.54457264847942,17.989958583035577,506144800
2012-05-01,17.518386840820312,17.958655414665895,17.49130278589425,17.601746007497866,610999200
2012-05-02,17.634252548217773,17.676985647815865,17.41998596785304,17.46151529553045,427389200
2012-05-03,17.509052276611328,17.797349841994706,17.463310580073344,17.770265794699878,390549600
2012-05-04,17.01040267944336,17.404929454729967,17.00799513700845,17.36641038294259,529992400
2012-05-07,17.137699127197266,17.236707303492157,16.889426530325593,16.897552388051505,460118400
2012-05-08,17.098575592041016,17.19848538103376,16.814191494351004,17.14070597422803,497252000
2012-05-09,17.128673553466797,17.273124525853866,16.877994969836877,16.963761679985367,480704000
2012-05-10,17.16899871826172,17.330300880886224,17.106405816169595,17.291179111700004,333200000
2012-05-11,17.054344177246094,17.287871035618473,16.983323263214892,17.00288414904141,399546000
2012-05-14,16.798851013183594,17.078420159553797,16.78019335545118,16.9297583727857,352626400
2012-05-15,16.64687728881836,16.949318076308803,16.604144200113897,16.89605319136227,476336000
2012-05-16,16.433517456054688,16.758829972749602,16.28184541510113,16.67336377733329,560896000
2012-05-17,15.95322036743164,16.476247079765113,15.95322036743164,16.41034178929777,717220000
2012-05-18,15.96104621887207,16.35316563333662,15.714279433686743,16.06878138197582,732292400
2012-05-21,16.890926361083984,16.89875167571415,16.07147818476828,16.085021813108472,631106000
2012-05-22,16.761226654052734,17.270108425639823,16.62911558976918,17.139802214401737,694870400
2012-05-23,17.170202255249023,17.237611843162032,16.648679973843137,16.77717814475148,584897600
2012-05-24,17.012514114379883,17.348961025067357,16.889430484283107,17.33000122165866,496230000
2012-05-25,16.921321868896484,17.02845587888397,16.806364151128932,16.990537896621223,328507200
2012-05-29,17.221660614013672,17.273723322548342,17.012210830051966,17.180433454683815,380508800
2012-05-30,17.42930793762207,17.453984447558643,17.049827444154978,17.129274748811394,529429600
2012-05-31,17.38597297668457,17.49942480897434,17.197286239475638,17.476553153588867,491674400
2012-06-01,16.882211685180664,17.233103933849357,16.868068571859553,17.128076852892406,520987600
2012-06-04,16.98151397705078,17.078114618565845,16.50633769397848,16.89755373824952,556995600
2012-06-05,16.937578201293945,17.047119793517293,16.80215793425649,16.890632723010487,388214400
2012-06-06,17.197284698486328,17.26920721682237,17.017925999825202,17.08623881164781,401455600
2012-06-07,17.205116271972656,17.373639499437022,17.168402036316518,17.37273787598215,379766800
2012-06-08,17.46391487121582,17.471740188715895,17.123255608954462,17.201499140926853,347516400
2012-06-11,17.188562393188477,17.710083159259163,17.172310673640297,17.686610417566005,591264800
2012-06-12,17.33872413635254,17.352566702160004,17.054039467626243,17.287566268917566,435380400
2012-06-13,17.218358993530273,17.408550126614784,17.16479194914333,17.28937992636733,293580000
2012-06-14,17.19938850402832,17.25867382974868,17.07089035700707,17.190661565222705,345573200
2012-06-15,17.27763557434082,17.292381371765476,17.139806163840436,17.183442474017745,335255200
2012-06-18,17.62822914123535,17.691726888292266,17.16448778041789,17.18224381346061,440412000
2012-06-19,17.677282333374023,17.755223728600672,17.547578761554156,17.556606244583442,361404400
2012-06-20,17.627029418945312,17.732657579820277,17.47836601525202,17.701359513620027,358943200
2012-06-21,17.384170532226562,17.701657661399704,17.377248443652125,17.61799794497208,326351200
2012-06-22,17.517484664916992,17.520192749138307,17.316459635598154,17.425398551190725,284471600
2012-06-25,17.17652130126953,17.44826664899622,17.16448358810811,17.373031745322987,304382400
2012-06-26,17.214445114135742,17.288474664350005,17.073004347426604,17.193378305395164,276536400
2012-06-27,17.28877067565918,17.356180267320216,17.211129830618216,17.303817014669995,202997200
2012-06-28,17.12476348876953,17.273727414467487,17.021242343602932,17.203609726438415,282836400
2012-06-29,17.574665069580078,17.574665069580078,17.281251743889268,17.39410252848671,421500800
2012-07-02,17.83106231689453,17.8596506899461,17.56262765126644,17.596633800659188,400092000
2012-07-03,18.03840446472168,18.056160497162534,17.87559958327472,17.902080950628804,241712800
2012-07-05,18.35529136657715,18.487703031114776,18.045627946219177,18.073012545336244,484383200
2012-07-06,18.233104705810547,18.31014445630097,18.103703318291274,18.269518383224995,418930400
2012-07-09,18.47416114807129,18.47446168918728,18.179846215414912,18.21565721619825,379405600
2012-07-10,18.303226470947266,18.654116988037615,18.215953849666256,18.5969386511934,511957600
2012-07-11,18.189472198486328,18.286673923127953,17.972497634440064,18.240329529414893,469322000
2012-07-12,18.023054122924805,18.160581382187598,17.83587169775086,18.063379659171463,428041600
2012-07-13,18.205726623535156,18.272533539005014,18.056161612937093,18.14493856628399,311427200
2012-07-16,18.264108657836914,18.405848348490924,18.207230849733623,18.210241082414534,301260400
2012-07-17,18.2650089263916,18.40223565652833,18.150952787564503,18.38086831162568,293624800
2012-07-18,18.244544982910156,18.307139491351336,18.163291213344834,18.254475695613525,252700000
2012-07-19,18.487106323242188,18.518102244571974,18.23672658726552,18.39562126517647,436861600
2012-07-20,18.18556785583496,18.490716788977704,18.16751127799964,18.448284232857713,397471200
2012-07-23,18.171417236328125,18.23371120426044,17.68630858615552,17.8876341403603,487975600
2012-07-24,18.083839416503906,18.34745884740986,18.011312612633244,18.278242815714915,565132400
2012-07-25,17.30291175842285,17.478356984538987,17.15334680855299,17.287564881575328,877312800
2012-07-26,17.300212860107422,17.466328546173546,17.16418986172115,17.44706819746839,406632800
2012-07-27,17.609567642211914,17.629731214074972,17.201198257401753,17.304118296853893,403936400
2012-07-30,17.906600952148438,18.039313191972163,17.68962467679389,17.7829161982598,379142400
2012-07-31,18.379968643188477,18.40825808116246,18.138016964981823,18.153363848473106,462327600
2012-08-01,18.261093139648438,18.54969127943647,18.146435933278642,18.534945482931754,384501600
2012-08-02,18.29058837890625,18.377859404042518,18.06368307068331,18.14162607184413,332158400
2012-08-03,18.52862548828125,18.597238842405474,18.404037574580553,18.4663315314309,344920800
2012-08-06,18.73476791381836,18.804585045983803,18.5153858053299,18.5764743896997,302103200
2012-08-07,18.68541717529297,18.808499196543753,18.599047774485776,18.741390139973134,290446800
2012-08-08,18.653820037841797,18.77479667380859,18.57076140397887,18.639675319640798,244706000
2012-08-09,18.760196685791016,18.790420174960758,18.671643880113077,18.673154651053682,221642400
