Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2006-03-03,11.711151123046875,11.781193894199989,11.646711901838156,11.663522551671337,10586800
2006-03-06,11.75317668914795,11.820417147946543,11.683133921118186,11.702745810665094,10945800
2006-03-07,11.711151123046875,11.778392653611727,11.683134442092777,11.753177213245891,11242600
2006-03-08,11.83161735534668,11.910064867838159,11.683127115625748,11.68873066205617,13843000
2006-03-09,11.879252433776855,11.932484546218394,11.800803816407385,11.800803816407385,13296600
2006-03-10,11.982913970947266,12.027741288842604,11.915672459720474,11.940887892834576,15399000
2006-03-13,11.99138355255127,12.078870007684456,11.96880570827763,12.019604781322453,13502200
2006-03-14,12.076044082641602,12.098620842430956,11.977267663423012,11.9857348903432,11377200
2006-03-15,12.059117317199707,12.084516858745467,12.008318234108192,12.047828392830242,12805400
2006-03-16,12.047822952270508,12.067578022710531,11.997023892118847,12.053467411906313,14209000
2006-03-17,12.076044082641602,12.09015469208126,12.016778877052742,12.047821787191793,16508800
2006-03-20,12.104267120361328,12.132489420051945,12.047823597550753,12.084512048863226,11851600
2006-03-21,12.064759254455566,12.095803251689128,11.997026798984988,12.078869868678769,14625800
2006-03-22,12.070402145385742,12.121201211238207,12.047824304308774,12.08451275777349,16481600
2006-03-23,11.968801498413086,12.090154677272388,11.909536292896819,12.064755149683918,12053200
2006-03-24,12.039361000061035,12.067582231512167,11.946230075015519,11.951873460048969,9723600
2006-03-27,11.96316146850586,12.036538387181663,11.946229161558282,12.011138850189406,9339200
2006-03-28,11.898247718811035,11.991379681518833,11.884137108980603,11.940580624872856,10910400
2006-03-29,11.898247718811035,11.95186846679489,11.858737580657614,11.881314341072203,8702000
2006-03-30,11.886959075927734,11.926469214997232,11.824872175920188,11.847448936858237,13586200
2006-03-31,11.81640338897705,11.906712573950854,11.799471089650964,11.886957507023483,14535800
2006-04-03,11.81640338897705,11.918001491215179,11.79664832204968,11.88131304839132,11291600
2006-04-04,11.875673294067383,11.889783906673047,11.762786240080597,11.802296386004752,9257600
2006-04-05,11.838983535766602,11.875671985756046,11.78254001499144,11.867204757868873,13148800
2006-04-06,11.765605926513672,11.853093432269631,11.734563014700798,11.853093432269631,10988400
2006-04-07,11.669652938842773,11.819228429939077,11.6583650959777,11.793828899494091,11893400
2006-04-10,11.706341743469238,11.71198620335813,11.632965918054946,11.66965329247677,7726200
2006-04-11,11.65272045135498,11.855915615119967,11.590632472014534,11.855915615119967,11085200
2006-04-12,11.613207817077637,11.666828557177563,11.54265370172861,11.644250723512101,10010000
2006-04-13,11.644255638122559,11.692233016625964,11.593457644076036,11.618856102813888,9029000
2006-04-17,11.582167625427246,11.683765757038652,11.531368559621544,11.655543455718417,9270800
2006-04-18,11.655540466308594,11.709162286778767,11.584986345959788,11.584986345959788,11528400
2006-04-19,11.765605926513672,11.886959112064932,11.68376395672257,11.706340717729255,16677600
2006-04-20,11.799473762512207,11.920826959167089,11.726096860242876,11.779718691109844,12246600
2006-04-21,11.810761451721191,11.858738822051647,11.765606849594628,11.855916053847755,13110600
2006-04-24,11.72891902923584,11.824872689675178,11.717630109991072,11.782539780792597,12466400
2006-04-25,11.669652938842773,11.745851530177733,11.641431716824172,11.72609645945059,12600800
2006-04-26,11.774067878723145,11.7910001727493,11.669647041568208,11.669647041568208,12248600
2006-04-27,11.867201805114746,11.89260132931522,11.743026951562623,11.748671409892767,13146400
2006-04-28,11.841808319091797,11.878496778660125,11.805120936094363,11.85591893382703,11529400
2006-05-01,11.844625473022461,11.90671236373931,11.827692097424928,11.878491147647141,13265600
2006-05-02,11.920825004577637,11.937757304962998,11.85027088211737,11.88131379168069,10551400
2006-05-03,11.830517768859863,11.918005290693946,11.805119311773668,11.89542852553819,14313200
2006-05-04,11.875673294067383,11.889783906673047,11.796651925648339,11.838984840036067,13301800
2006-05-05,12.053468704223633,12.104267769821734,11.864384130719031,11.929293808634224,18958000
2006-05-08,12.239731788635254,12.34415268996696,12.08451289743473,12.092979049651078,27358400
2006-05-09,12.324392318725586,12.324392318725588,12.1861068558989,12.1861068558989,13929600
2006-05-10,12.29899787902832,12.349795868051126,12.26795388599109,12.324396335254367,14902400
2006-05-11,12.242552757263184,12.301817967206278,12.211508768272829,12.287707356729909,16969400
2006-05-12,12.186107635498047,12.2453728376438,12.166352568116132,12.214328852737808,14767800
2006-05-15,12.400593757629395,12.41752713674492,12.149421221887442,12.18893136325306,18623200
2006-05-16,12.3723726272583,12.4739707495623,12.315929106359345,12.457037370321428,16978000
2006-05-17,12.290528297424316,12.409059786640523,12.191752953552898,12.349793503747167,19862400
2006-05-18,12.290528297424316,12.3949481004556,12.236907550261334,12.29899552444937,15375800
2006-05-19,12.318754196166992,12.346975423649864,12.211511593904604,12.344153731529904,16014600
2006-05-22,12.304638862609863,12.341327308731275,12.24255196521651,12.290528253046396,15634200
2006-05-23,12.29899787902832,12.352618636456718,12.28206449830691,12.341329715975778,13705800
2006-05-24,12.425994873046875,12.465505019452312,12.262309826999964,12.282064900202682,20534800
2006-05-25,12.521942138671875,12.521942138671875,12.37518947243459,12.471143097413961,14125400
2006-05-26,12.555814743041992,12.63201226391612,12.479616145597163,12.55581474304199,12337000
2006-05-30,12.324392318725586,12.507833448759767,12.313104478494074,12.476789465839795,16652200
2006-05-31,12.425994873046875,12.442928254322382,12.293353821053019,12.332863967458456,14599800
2006-06-01,12.39494800567627,12.431636451649613,12.324393881573185,12.411881383026389,9973400
2006-06-02,12.38648509979248,12.454217550364245,12.304642036018075,12.346974952196774,12120400
2006-06-05,12.25666332244873,12.383660969407915,12.245374403481122,12.358261440016078,11428600
2006-06-06,12.276423454284668,12.335688688445552,12.191758680258976,12.304644686769564,16578600
2006-06-07,12.242552757263184,12.361083177149371,12.234085529720906,12.310284118177984,11577400
2006-06-08,12.245373725891113,12.282062172220426,12.149420073117106,12.267951562577002,23080400
2006-06-09,12.290528297424316,12.372371340386637,12.256662619035616,12.361082422066902,13947800
2006-06-12,12.22279167175293,12.327211429771861,12.21150275829952,12.324388663123488,13990600
2006-06-13,12.19721794128418,12.293863384675728,12.154579831072661,12.273965889065602,18118600
2006-06-14,12.168792724609375,12.256909891501497,12.077832438850457,12.174477878010824,12402600
2006-06-15,12.234169960021973,12.256909488548057,12.086359229440067,12.208587312722564,14639400
2006-06-16,12.282490730285645,12.327970866465341,12.20290076305417,12.20290076305417,16754800
2006-06-19,12.20290470123291,12.316605620542235,12.146054241578248,12.28249469415004,11623000
2006-06-20,12.165948867797852,12.25690914803943,12.137524186846887,12.19437463308089,11303800
2006-06-21,12.2256441116333,12.26259707268732,12.131841775828258,12.131841775828258,9266400
