Price,Close,High,Low,Open,Volume
Ticker,TM,TM,TM,TM,TM
Date,,,,,
2006-02-28,83.74970245361328,84.36879424656837,83.6164757795192,84.32960887556749,278500
2006-03-01,83.8829345703125,84.03183182577177,83.49894299338222,83.6948579173659,297100
2006-03-02,83.71834564208984,83.90642224761304,83.3030070645877,83.85940459094411,335900
2006-03-03,82.84849548339844,83.18546935712025,82.28425960378532,82.2920978740156,670100
2006-03-06,82.44880676269531,83.14626316735819,82.09616241565341,82.89549239241026,478600
2006-03-07,82.44880676269531,83.0443895952642,82.29207727042044,82.48015385691966,363500
2006-03-08,83.02874755859375,83.27168614506589,82.22157897817674,82.47234985732425,240100
2006-03-09,83.06790924072266,83.83589820213174,82.9346885570525,83.58512739452121,169300
2006-03-10,83.60079956054688,83.70267314786716,82.7544458265317,82.87199595273066,167200
2006-03-13,83.77320098876953,83.9220922268078,83.48324482400456,83.69483623524717,261300
2006-03-14,84.66658020019531,84.8703333613656,83.79671760391417,83.94561483463646,268100
2006-03-15,84.94087219238281,85.30135492753205,84.55688062346171,85.02707523544555,200100
2006-03-16,84.58037567138672,84.76061999900756,84.24340182493307,84.39229905301777,316800
2006-03-17,84.79198455810547,84.97222893554991,84.61174615951059,84.94088182734872,266500
2006-03-20,85.50511169433594,86.2025683600319,85.43457921122165,86.18689779647823,286800
2006-03-21,85.49726867675781,85.84991911505368,85.06625944619458,85.73236896895506,364500
2006-03-22,85.3953857421875,85.3953857421875,84.87033525634081,84.9487000188951,362800
2006-03-23,84.00830078125,84.72927210613486,83.51459742058618,84.64306907792958,235500
2006-03-24,84.77629852294922,84.78413679328153,83.94562123317812,84.0866802049174,156900
2006-03-27,85.61482238769531,85.67751659873822,85.3405426879439,85.43457802565922,202800
2006-03-28,84.99270629882812,86.00452932850772,84.68441849547979,85.76738208089897,205600
2006-03-29,86.3681411743164,86.46299523819017,85.41955831924811,85.69623208795825,201800
2006-03-30,87.07167053222656,87.1744311120078,86.30490134897714,86.54994905586554,301200
2006-03-31,86.08357238769531,86.30490659199596,85.88595170086907,86.20214600597201,217800
2006-04-03,87.22975158691406,87.48270577153919,86.7554632446049,86.95308388980901,308300
2006-04-04,87.26929473876953,87.48272242261532,87.15072112289758,87.26929473876953,198400
2006-04-05,89.03997802734375,89.34826582273737,87.91749395022312,88.29692229952072,338700
2006-04-06,90.8659896850586,91.29285109369633,90.20989358615509,90.90551623491393,408500
2006-04-07,90.194091796875,91.29286247368607,90.194091796875,91.29286247368607,411500
2006-04-10,90.84227752685547,91.20589887352773,90.4944692127239,91.18218535562158,166000
2006-04-11,90.51818084716797,91.32447059372433,90.16245999326287,91.32447059372433,187600
2006-04-12,89.73560333251953,90.03599065137844,89.58541570399512,89.91741702713966,229200
2006-04-13,89.41941833496094,89.49846541039572,88.77912315285707,88.92931681781685,148900
2006-04-17,89.0636978149414,89.68027344913244,88.85817662414793,89.4589392246439,193800
2006-04-18,90.75534057617188,90.8502006960893,89.58542925172003,89.75142993839606,155900
2006-04-19,89.78302764892578,89.89369474585307,89.11111855160885,89.55378693931799,350300
2006-04-20,90.47074890136719,91.1268510354632,90.11503407396347,90.11503407396347,168100
2006-04-21,92.88963317871094,93.3955416755053,92.61296541185543,92.7552465226054,360900
2006-04-24,92.02010345458984,92.26515118687294,91.60114251459244,92.03591045661568,366600
2006-04-25,91.68020629882812,92.4785896586081,91.52210610562487,92.44696961996745,262700
2006-04-26,91.93314361572266,92.19399833229629,91.60113628670281,91.68808986919555,335400
2006-04-27,92.06752014160156,92.60504861362787,91.45094460652228,91.90941998459128,254300
2006-04-28,92.58924102783203,93.02400894654946,92.36790682590485,92.8421952630209,138800
2006-05-01,92.78685760498047,94.06744175631812,92.77105060450172,94.06744175631812,178900
2006-05-02,95.67212677001953,96.35984893725713,94.4626891211124,95.24526535906911,355800
2006-05-03,95.69583892822266,95.95669968080398,95.49031775731439,95.8460325792673,220100
2006-05-04,96.14640045166016,96.78669548521164,95.91715976445084,96.29659408177409,271200
2006-05-05,97.60089111328125,98.01984594147359,96.38354714158997,96.83412199863318,351700
2006-05-08,95.9329833984375,96.5100324068318,95.85393633260459,96.43889185685354,318000
2006-05-09,96.2886962890625,96.45469693327105,95.63260022792521,95.93298148445909,310200
